"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"AG01"	"AG01_01"	"AG01_02"	"AG01_03"	"AG01_04"	"AG01_05"	"AG01_06"	"AG01_07"	"AG01_07a"	"AG02_01"	"AG03_01"	"AG03_02"	"AG03_03"	"AG03_04"	"AG03_05"	"AG03_06"	"AG03_07"	"AG03_08"	"AG03_09"	"AG03_10"	"AG03_11"	"AG04_01"	"AG05_01"	"AG05_02"	"AG05_03"	"AG05_04"	"AG05_05"	"AG05_06"	"AG05_07"	"AG05_08"	"AG05_09"	"AG05_10"	"AG05_11"	"AG05_12"	"AG05_13"	"AG05_14"	"AG05_15"	"AG05_16"	"AG05_17"	"AG05_18"	"AG06_01"	"AG06_02"	"AG06_03"	"AG06_04"	"AG06_05"	"AG06_06"	"AG06_07"	"AG06_08"	"AG06_09"	"AG06_10"	"AG06_11"	"AG06_12"	"AG08_01"	"AG10_01"	"AG10_02"	"CO01_01"	"CO01_02"	"CO01_03"	"CO02_01"	"CO02_02"	"CO02_03"	"CO03_01"	"CO03_02"	"CO03_03"	"CO03_04"	"CO03_05"	"CO03_06"	"CO03_07"	"CO03_08"	"CO04_01"	"CO04_02"	"CO04_03"	"CO04_04"	"CO04_05"	"CO04_06"	"CO04_07"	"CO04_08"	"CO05_01"	"CO05_02"	"CO05_03"	"CO05_04"	"CO05_05"	"CO05_06"	"CO05_07"	"CO05_08"	"CO06_01"	"CO07_01"	"CO08_01"	"CO11_01"	"CO11_02"	"GI01_01"	"GI01_02"	"GI01_03"	"GI01_04"	"GI01_05"	"GI01_07"	"GI01_08"	"GI01_09"	"GI02_01"	"GS01_01"	"GS01_02"	"GS01_03"	"GS01_04"	"GS01_05"	"GS01_06"	"GS01_07"	"GS02_01"	"GS02_02"	"GS02_03"	"RWA_01"	"RWA_02"	"RWA_03"	"SDO_01"	"SDO_02"	"SDO_03"	"SX_01"	"SX_02"	"SX_03"	"SX_04"	"SX_05"	"SX_06"	"TX_01"	"TX_02"	"TX_03"	"TX_04"	"TX_05"	"TX_06"	"TX_07"	"TX_08"	"SD01"	"SD01_01"	"SD01_02"	"SD01_03"	"SD01_04"	"SD01_05"	"SD02"	"SD03"	"SD04"	"SD04_04"	"SD05"	"SD06"	"SD06_10"	"SD07"	"SD08_01"	"SD09"	"SD10_01"	"SD11"	"SD12_01"	"SD14"	"SD15"	"SN01_01"	"SN01_02"	"SN01_03"	"SN01_04"	"SN01_05"	"SN01_06"	"SN01_07"	"SN01_08"	"SN01_09"	"SN02_01"	"SN02_02"	"SN02_03"	"SN02_04"	"SN02_05"	"SN02_06"	"SN02_07"	"SN02_08"	"SN02_09"	"SN04_01"	"SO01_01"	"XX03"	"XX12"	"XX19"	"XX21"	"TIME002"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME024"	"TIME026"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"
1133			"base"	"interview"	2024-03-21 10:12:50	2	F	T	T	F	F	F	F		"Hallo! 
oder
Guten Tag!"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	2	1	1	1	1	3	1	1	1	3	4	5	5	1	1	5	4	5	5	5	5	5	5	5	5	5	5	5				4	2	4	2	1	2	5	5	1	4	1	4	1	1	3	2	2	1	2	1	2	1	4	3	1	4	1	1	1	1				6	2	3	2		2		2	3	3		4	3	3	3	4	4	4	4	4	3	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	T	F	F	F	F	6	6	1		3	7				2	"Psychologie "		1	1	2	61	26	61	71	51	71	71	51	81	61	31	51	68	63	57	64	70	84			2	1	1	1		7	7	5	6	30	52	61	16	20	51	98	66	93	4	29	186	13		12		7	607		2024-03-21 10:25:33	T	F	26	26	5	1	1.61
1134			"base"	"interview"	2024-03-21 10:13:27	1	F	T	F	F	F	F	F		"Guten Tag,"	5	4	3	5	5	4	3	3	5	3	5	61	5	3	3	5	2	1	1	5	3	3	4	1	2	3	4	3	4	3	3	4	4	4	4	4	2	-1	5	3	3	2				3	3	3	3	1	1	4	3	1	1	1	4	1	1	1	3	3	1	1	1	1	1	3	2	1	1	1	1	1	1				6	2	3	5		4		5	5	5		5	4	5	5	4	4	5	1	1	1	1	2	5	4	2	1	1	3	1	2	1	3	1	1	3	1	5	5	2	4	1	T	F	F	F	F	6	11	1		2	8				2	"Psychologie"		7	1	2	6	26	101	31	101	76	16	36	26	26	21	76	41	76	31	31	26	34			2	1	1	1		61	36	46	15	58	262	138	33	50	101	207	207	178	17	60	43	40		43		29	1593		2024-03-21 10:40:31	T	F	26	26	5	1	0.6
1139			"base"	"interview"	2024-03-21 10:14:10	3	F	T	T	F	F	T	F		"Guten Tag, ...."	5	5	5	5	5	5	5	5	5	5	5	101	1	1	4	1	1	1	1	3	1	1	1	4	5	5	5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5				6	3	4	1	1	1	4	1	1	4	1	6	6	5	3	3	1	3	3	3	3	2	4	4	1	4	1	1	1	4				6	1	4	5		4		4	4	4		4	4	4	4	4	4	4	2	3	2	1	2	5	4	2	2	1	5	3	1	1	1	1	1	1	5	5	5	1	2	1	T	F	F	F	F	3	3	1		2	7				3	"Wirtschaftswissenschaften B.Sc."		0	1	2	67	30	87	53	92	54	79	55	89	86	23	73	56	81	64	56	82	79			2	1	1	1		10	4	5	5	32	46	63	52	32	88	85	95	123	12	31	30	23		13		5	754		2024-03-21 10:26:44	T	F	26	26	5	1	1.34
1141			"base"	"interview"	2024-03-21 10:15:39	2	T	T	F	F	F	F	F		"Guten Tag A. Hausach, "	3	3	3	3	3	3	3	3	3	3	3	21	3	4	1	4	2	1	3	5	5	4	5	2	1	3	4	5	1	4	2	4		5	-1	-1	-1	-1	-1	-1	-1	-1				1	7	4	1	6	1									1	7	5	4	1	1	1	7	1	3	1	1	2	1	1	4				1	1	3	3	3		3	3		3		5	3	5	5	5	4	4	3	2	2	1	3	4	1	1	4	3	1	1	1	3	1	1	1	3	4	4	5	3	5	1	F	F	T	F	F	8	8	1		2	5		6				2		1	2	51	51	91	81	101	91	-9	81	51	21	21	81	71	101	81	1	51	51			2	1	2	1		10	5	9	15	99	78	90	39	44	62	150	119	168	3	47		25	14	24		9	1010		2024-03-21 10:32:29	T	F	26	26	6	1	1.06
1146			"base"	"interview"	2024-03-21 10:18:29	3	F	T	T	F	F	T	F		"Hallo A. Hausach, "	5	5	5	5	5	5	5	5	5	5	5	101	1	1	1	1	1	1	1	4	1	1	1	5	5	5	3	1	1	5	4	5	-1	5	5	-1	-1	5	5	-1	5	-1	"Geschlechtergerechte Sprache ist kein zusätzlicher Aufwand, wenn man sich darauf einlässt, und sollte selbstverständlich genutzt werden, damit sich jede einzelne Person gemeint und angesprochen fühlt "			5	3	3	1	2	1	3	1	1	6	1	6	6	1	1	2	1	3	3	1	1	1	1	1	1	3	1	1	1	1				4	2	2	5		2		3	2	3	"Im selben Ehrenamt engagierte Personen "	4	4	4	4	4	4	4	2	2	4	1	1	5	3	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	2	1	T	F	F	F	F	3	3	1		2	7				1	"Bildungswissenschaft"		1	1	2	82	39	64	71	101	32	44	57	79	87	51	76	89	81	63	65	79	101			2	1	1	1		59	9	11	15	63	134	99	34	43	76	94	281	157	11	54	29	32		31		16	1248		2024-03-21 10:39:17	T	F	26	26	4	0	0.81
1150			"base"	"interview"	2024-03-21 10:20:03	2	T	F	F	F	T	F	F		"Guten Tag, ..."	1	1	1	1	1	1	1	1	1	1	1	11	4	5	3	5	4	1	5	5	5	5	5	4	1	1	5	5	5	2	2	4	1	3	1	1	1	4	1	1	-1	1	"Verkompliziert insbesondere juristische Texte in absolut unnötiger Weise (vgl.: Satzungen der NRW-Universitätskliniken); schränkt die Verständlichkeit deutlich ein. "			5	2	3	4	1	1	2	2	1	4	4	1	6	3	1	2	1	1	1	1	1	1	4	4	1	1	1	1	1	1				1	1	4	4		3		3	4	4	"Strickcommunity"	5	4	5	5	3	5	5	1	1	1	3	4	4	5	2	3	1	1	2	1	2	1	2	2	5	4	4	5	5	5	1	T	F	F	F	F	4	9	1		3	8			"Bei der Frage, welche Informationen Mitarbeitenden bekannt sind, fehlt die Antwortmöglichkeit ""trifft nicht zu"" - ich bin Student und kann das nicht beurteilen."	5	"Bachelor of Laws"		1	1	2	1	26	101	71	101	21	31	51	11	1	21	81	52	81	61	21	26	11		"Qualität der Lehre; Umsetzung diesbzgl. berechtigter Kritik der Studierenden "	2	1	1	1		6	3	4	4	48	59	121	23	61	228	186	251	217	50	493	14	32		64		2	1416		2024-03-21 10:51:09	T	F	26	26	3	0	1.17
1151			"base"	"interview"	2024-03-21 10:20:10	2	T	T	F	F	F	F	F		"Schönen guten Tag"	1	1	1	1	1	3	1	1	1	1	3	1	5	5	4	5	3	1	3	5	5	4	5	4	1	1	5	5	4	3	1	3	3	3	2	1	1	2	4	1	1	1				3	2	1	1	1	1	3	4	1	3	1	1	4	1	3	3	1	1	1	1	1	1												3	1	2	4		3		5	3	1	"Menschen mit ähnlichen Interessen"	4	5	5	3	3	3	3	-9	-9	3	3	5	4	4	4	3	3	5	5	2	3	3	3	2	3	2	5	5	5	4	1	T	F	F	F	F	6	11	1		1	8				1	"Bildungswissenschaften"		0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9			2	1	1	1		11	6	23	14	97	101	118	64	49	66	26	256	253	23	41	25	85		22		3	1283		2024-03-21 10:41:33	T	F	26	26	18	15	0.95
1153			"base"	"interview"	2024-03-21 10:21:23	1	F	F	T	F	F	F	F		"z.B. Liebe*r A. Hausach. oder Sehr geehrte*r A. Hausach.
Das hängt auch von der Position ab, da ich Mitstudierende anders anschreibe als Lehrpersonen oder anderes Personal."	5	5	5	5	5	5	5	5	5	5	5	101	1	1	1	1	1	1	1	1	1	2	2	4	5	1	4	1	1	5	4	5	5	3	5	5	4	4	4	5	4	4	"geschlechtergerechte Sprache ist bei richtigem Gebrauch präziser. Ich nutze bei Beschreibungen von realen Gruppen, z.B. im historischen Kontext das Maskulinum, wenn die Gruppe tatsächlich nur aus Männern bestand.
Sprache war immer Veränderungen unterworfen, insofern ist es wichtig an Sprache zu arbeiten und sich veränderten gesellschaftlichen Realitäten anzunähern und zugleich für weitere Veränderungen Bewußtsein zu schaffen."			5	3	3	2	3	3	2	4	4	4	4	3	-9	1	1	3	1	1	3	1	1	1	3	3	3	3	1	1	1	1	"whatsApp-Gruppe"			4	1	2	3		2		3	3	2	"Besonders wichtig: Familie und Freund:innenkreis, wichtig ist mir meine Spieleautor:innencommunity. Ich finde ""Identifikation"" problematisch."	4	-9	-9	4	3	3	4	3	3	3	1	-9	5	-9	3	-9	-9	-9	-9	-9	1	-9	1	1	-9	5	5	5	-9	-9	1	T	F	F	F	F	10	10	1		7	8			"Ich konnte sowohl mit der Fragestellung mit welchen Gruppen ich mich identifiziere als auch mit den meisten Fragen zu den allgemeinen Einstellungen nichts anfangen. Deren Beantwortung hätte für mich in keinster Weise persönliche Einstellungen von mir wieder gegeben."	1	"Master Neuere Deutsche Literatur im medienkulturellen Kontext"		3	1	2	26	12	-9	41	67	-9	61	16	-9	34	16	71	34	67	-9	61	16	-9	"Autor*innengruppen, LAG Gleichstellungsbeauftragte, Verwaltung"		2	1	1	1		37	11	20	14	258	186	133	82	143	208	348	393	153	23	60	59	40		183		11	2195		2024-03-21 11:00:45	T	F	26	26	14	13	0.49
1154			"base"	"interview"	2024-03-21 10:21:35	1	F	T	F	F	F	F	F		"Dear A.Hausach"	5	5	5	5	5	5	5	5	5	5	5	78	3	1	4	1	1	1	1	3	1	2	2	4	4	3	2	3	2	5	4	-1	4	4	4	4	4	4	4	4	4	-1				6	1	3	3	1	2	3	4	3	5	1	7	7	1									3	3	1	3	1	1	1	3				2	2	3	4		5		5	4	3	"Britische, Christen, Pfadfinder, Counselors, Eltern"	4	3	1	3	3	3	3	3	3	2	1	1	4	1	2	2	1	1	1	1	1	1	1	1	1	4	5	5	5	1	1	T	F	F	F	F	2	2	1		4	8				2	"Psychologie - BSc"		4	2	2	80	57	51	75	60	65	76	51	73	54	54	62	75	66	51	84	90	51			2	1	1	1		12	3	4	7	89	56	56	30	40	59	104	105	99	5	42	25	18		10		9	773		2024-03-21 10:34:28	T	F	26	26	4	1	1.37
1155			"base"	"interview"	2024-03-21 10:21:46	2	T	T	F	F	F	F	F		"Guten Tag,
Text"	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	5	5	1	5	5	5	5	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				3	1	1	3	1	2	2	1	3	1	2	1	3	2									1	1	1	3	1	1	1	1				1	1	5	5		5		5	5	1		4	4	4	4	4	4	4	2	2	1	3	5	3	3	1	3	5	5	5	3	4	3	5	4	5	1	3	3	5	5	1	T	F	F	F	F	8	8	1		2	7				2	"Psychologie"		2	1	2	1	7	75	52	87	1	46	1	1	1	14	53	40	78	1	25	35	1	"Freunde mit denen ich mich drüber lustig mache"		2	1	1	1		19	6	6	5	52	117	76	31	33	49	114	112	128	7	50	41	24		13		5	888		2024-03-21 10:36:34	T	F	26	26	4	1	1.18
1157		"14485"	"base"	"interview"	2024-03-21 10:24:37	3	F	T	T	F	F	T	F		"Sehr geehrte(r) A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	1	1	1	1	1	3	1	1	1	4	4	5	3	1	1	5	3	4	4	-1	-1	4	4	3	4	4	-1	3				3	3	3	2	1	1	4	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	4	2	1	1	1	1	1	1				3	1	3	2		3		1	2	3		5	4	4	4	4	4	4	3	3	3	1	1	5	1	3	1	1	2	1	1	1	1	1	1	1	1	5	5	1	1	1	T	F	F	F	F	3	3	2		3	8				2	"Psychologie"		2	1	2	41	41	52	41	71	39	41	16	50	66	49	57	53	81	48	51	31	69			2	1	1	1	8		6	5	8	56	124	133	59	44	95	251	137	176	4	46	35	20		12	7		1226		2024-03-21 10:45:03	T	F	24	24	5	1	1.03
1158			"base"	"interview"	2024-03-21 10:26:41	1	F	T	F	F	F	F	F		"Hallo Herr/ Frau A. Hausach"	3	3	3	4	4	4	4	4	5	3	5	82	3	2	2	2	1	1	1	3	2	3	3	4	3	4	4	1	1	5	3	4	4	4	-1	4	4	4	-1	4	-1	-1	"Die in unserer Gesellschaft seid Jahrhunderten herrschende männliche Dominanz kann mit einer geschlechtergerechten Sprache etwas reduziert werden. Sie regt, hoffentlich, die eine oder andere Person zum Nachdenken und zur Verhaltensänderung an."			2	2	2	1	1	1	3	3	1	3	1	1	1	2	1	2	1	2	1	1	1	1	3	2	1	3	2	1	2	1				1	1	4	5		4		3	3	3	"Bürger der EU"	3	3	3	3	3	3	4	1	1	1	1	3	5	4	1	2	1	5	3	1	1	1	1	1	1	5	5	5	1	2	1	T	F	F	F	F	3	3	2		5	8				3	"Master of Science Wirtschaftswissenschaften"		15	1	2	30	35	45	34	40	38	39	23	67	33	37	35	43	47	43	41	27	68			2	1	1	1		19	11	5	10	60	78	93	36	22	80	120	249	143	11	67	150	32		16		11	1213		2024-03-21 10:46:54	T	F	26	26	4	0	0.93
1159			"base"	"interview"	2024-03-21 10:27:11	3	F	T	T	F	T	F	F		"Guten Tag A. Hausach"	5	5	5	5	5	5	4	5	4	4	5	101	1	1	1	1	1	1	1	1	1	3	3	5	5	5	4	1	1	5	4	4	4	4	4	4	5	4	5	4	5	4	"Je häufiger geschlechtergerechte Sprache genutzt wird, desto eher wird der Gebrauch ""normal"" und führt zur langfristigen Veränderung der Sprache."			3	3	3	1	1	1	4	3	3	3	2	3	1	2	2	3	3	3	2	3	1	2	3	3	2	3	2	3	1	1				3	1	4	5		3		4	3	4	"Klimaschützer*innen, demokratische Bewegungen"	4	4	5	4	3	4	5	-9	-9	-9	1	1	5	1	1	3	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		6	8				1	"Akademiestudierende"		3	1	2	77	28	54	50	69	50	52	64	79	64	21	55	66	74	51	61	61	79	"Kolleg*innen"		2	1	1	1		9	7	8	7	118	88	117	43	51	154	189	226	117	103	48	33	24		16		21	1288		2024-03-21 10:50:10	T	F	26	26	5	2	0.83
1160			"base"	"interview"	2024-03-21 10:27:16	1	T	F	F	F	F	F	F		"Sehr geehrte/r A. Hausach,"	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	5	4	1	4	5	5	5	5	3	1	1	3	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1				3	3	3	1	2	1	3	3	3	3	3	1	1	1	3	3	1	1	3	1	1	1	3	3	2	2	3	3	1	1				3	1	5	5		5		3	3	4	"mit Europa; mit Personen, die die gleichen Interessen und Weltanschauungen haben; mit Dichtern, mit Denkern, in den Wissenschaften und Künsten, in der Gesellschaft, im Alltag, in der Politik."	5	5	5	5	3	3	3				3	5	4	1	1	5	5	5	1	1	1	1	1	1	5	5	5	5	5	5	1	T	F	F	F	F	7	7	1		7	8								1	2	11	11	21	11	11	1	1	11	1	1	11	11	11	11	1	1	11	1	"Kultursektor, Bildungssektor, Behörden"	"Die Praxis, dass bei einer wenn auch nur um einen Tag verspätete Prüfungsabmeldung die Note 5 gegeben wird, ist logisch nicht nachvollziehbar und höchst ungerecht, da sie keine Bewertung einer Leistung darstellt, dafür aber ein schiefes Bild abgibt und den Gesamteindruck der Studienleistung verdirbt. Eine auch für die Uni angebrachtere und positive Methode wäre es, eine verspätete Abmeldung mit einer Gebühr zu belegen und nicht mit einer Note und dies aus jeglicher Studienleistungsauflistung heraus zu lassen."	2	1				54	14	70	6	487	193	81	84	119	131	638	280	292	594	188							2155		2024-03-21 11:21:07	F	F	18	18	4	2	0.45
1165		"3787"	"base"	"interview"	2024-03-21 10:28:57	1	F	T	F	F	F	F	F		"Guten Tag A. Hausach..."	3	3	2	4	2	2	2	2	2	3	3	51	5	4	5	5	2	1	1	5	5	5	5	4	2	3	5	4	2	3	1	5	5	5	-1	5	5	5	5	5	-1	-1	"Sprache, auch die deutsche Sprache, ist ein lebendiges Konstrukt, das sich aus sich selbst heraus entwickelt. Die deutsche Sprache ist im letzten Jahrhundert zweimal versucht einer politischen Richtung anzupassen. Einmal in der Zeit des Nationalsozialismus und einmal in der DDR. Jedesmal wurde versucht, die Mehrheit durch eine Minderheit zu beeinflussen. Bestehende Probleme, die durch geschlechtliche Identitäten verursacht werden ( Mobbing gegen homosexuele, nichtbinäre Personen) werden damit nicht umgangen. Vielleicht wäre es sinnvoller, diese Probleme durch mehr Aufklärung zu lösen. Zusätzliche Geschlechtsidentitäten führen da m.E. leider zu nicht viel mehr als Ablehnung und Orientierungslosigkeit."			1	1	1	1	1	1																												3	1	5	5		5		5	4	3		5	3	5	5	5	5	5	3	3	3	1	1	5	3	1	1	1	1	1	4	1	4	1	1	1	5	5	5	1	5	1	T	F	F	F	F	10	10	2		5	7				2	"Psychologie"		2	1	2	17	55	98	101	101	60	51	51	55	51	51	78	79	98	51	51	51	51			2	1	1	1	7		4	7	5	35	62	98	67	28		117	586	124	11	59	20	24		11	7		1272		2024-03-21 10:50:09	T	F	24	24	3	1	1.12
1168		"17746"	"base"	"interview"	2024-03-21 10:30:45	2	F	T	T	F	F	F	F		"Guten Morgen, 
(Ich würde mich um die Ansprache herumdrücken.)"	4	4	5	4	4	4	5	5	4	4	5	52	3	1	2	3	1	1	1	3	2	2	3	4	3	4	3	1	1	4	3	4	4	3	4	4	4	4	3	3	3	-1	"Ich arbeite u.a. als Dozentin im Berufsschulbereich und versuche da, wo es unkompliziert geht, geschlechtssensible Sprache zu nutzen. (Immerhin haben wir auch non-binäre Auszubildende.) Außerdem erinnere ich mich noch gut an die Diskussion vor mehr als 40 Jahren, als man die Bezeichnung Kauffrau im Einzelhandel noch als Vergewaltigung der Sprache diffamierte. Es gibt übrigens eine erste non-binäre Berufsbezeichnung: Man lese § 3 Abs. 2 HebammenG. Der ""Entbindungspfleger"" ist abgeschafft.  "			5	2	3	1	1	1	3	3	2	3	1	1	1	2	1	2	1	1	1	1	1	1	3	3	1	3	1	1	1	2				6	2	3	3		3		3	4	2	"Demokraten, Wissenschaftler, Skeptiker"	5	5	5	4	4	4	5	2	2	4	1	3	3	2	2	2	1	1	1	1	1	2	1	1	1	5	4	5	1	1	1	T	F	F	F	F	7	3	1		5	8			"Viel Erfolg und alles Gute für die Studie. "	1	"Kulturwissenschaft"		0	1	2	43	25	42	41	53	45	39	37	37	27	78	77	79	83	85	89	92	93	"Schülerinnen & Schüler, Ärzteschaft, Pflegende "	"Ich freue mich sehr, an der Fernuni zu studieren. Hier wird vieles schon sehr richtig gemacht. Großes Lob. "	2	1	1	1	7		4	7	4	114	647	7032	27	933	62	152	20328	133	116	59	28	37		37	3		1049		2024-03-21 18:46:15	T	F	24	24	2	0	0.8
1172			"base"	"interview"	2024-03-21 10:32:09	1	T	F	F	F	F	F	F		"Hallo,"	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	3	1	5	5	5	5	5	1	1	1	5	5	5	1	1	2		2	-1	-1	1	2	-1	2	1	1	"Das Verhalten der Hochschulleitung. Wasser predigen, Weins saufen.  Faul sein wie Frau Rimpo-Repp, die erste Chance die pleite gehende FernUni zu verlassen wie Frau Pellert."			5	7	6	2	6	6	1	5	1	1	5	1	-9	1	1	7	7	3	7	1	1	7	1	5	2	5	5	1	1	5				7	1	1	5	1		1	3		3		4	1	2	2	5	4	3	3	3	3	1	3	5	3	1	4	1	1	1	1	4	1	1	1	5	5	3	4	5	5	1	F	F	T	F	F	3	3	1		7	8		7	"Sparen sie sich den Hinweis auf Frau Appelhagen und so weiter. Alles blabla. Es ändert sich doch nichts. Leider ist die FernUni vollkommen überbewertet.  "			4		1	2	12	5	20	51	81	50	1	6	1	1	6	14	11	98	63	1	20	1		"Es wäre schön wenn mal offen über die eigentliche Aufgabe der FernUni dikutiert würde, Die Bereitstellung von gutdotierten Stellen für die Hochschulleitung und ihr Umfeld. Sonst gar nichts. Das Diskussionsklima an der FernUni ist schon diktatorisch zu nennen. Das Personal wird wie der letzte Dreck behandelt. 90% der Beschäftigten arbeiten hier, schlicht weil sie das Geld brauchen. Alles andere ist Unsinn."	2	1	1	1		49	12	51	10	41	36	53	31	49	81	147	182	144	232	34		19	17	121			940		2024-03-21 10:53:58	F	F	22	22	4	1	0.95
1173			"base"	"interview"	2024-03-21 10:33:02	1	F	F	F	F	T	F	F		"Guten Tag, A. Hausach,"	3	3	1	3	3	3	1	1	1	1	3	21	5	3	2	4	3	1	3	4	3	4	5	4	2	2	5	5	3	3	1	3	3	3	4	3	2	4	5	2	1	1	"Der Druck und die Diskriminierung, wenn man keine geschlechtergerechte Sprache nutzt, ist für mich im universitären/ wissenschaftlichen/politischen Kontext der Grund geschlechtergerechte Sprache zu nutzen. Dieser Druck fördert wieder die Bildung von Gruppen. Ich möchte eigentlich lieber jeden Menschen so ansprechen, wie er angesprochen werden will bzw. keine Gruppenbildung.

"			6	2	3	2	1	2	4	4	5	3	2	7	7	1	3	3	1	1	1	1	1	1	3	3	3	3	1	1	1	1				3	2	5	5		5		5	5	3		5	4	5	5	4	5	5	3	2	2	1	3	5	2	1	3	3	1	2	1	1	1	1	1	3	4	1	5	1	3	1	T	F	F	F	F	1	9	1		4	8			"Es ist schwierig in einem Fragebogen die Meinung zu diesem Thema allumfänglich darzustellen. Mehr offene Antworten wären für diesen Themenkomplex günstig"	2	"Psychologie"		12	1	2	41	31	71	61	101	81	61	31	51	21	32	81	81	101	81	72	51	51		"Es ist schwierig für alle Gerechtigkeit und ein gerechtes Miteinander zu schaffen, ohne das sich der/die Einzelne diskrimniert/benachteiligt fühlt. Meiner Meinung nach führt aber ein Zwang zu geschlechtergerechter Sprache zu einem Eingriff in die persönliche Freiheit. Jeder sollte geschlechtergerechte Sprache freiwillig verwenden oder nicht verwenden können, ohne Druck und Diskriminierung von der jeweiligen Seite (also Befürwortern und Gegnern). Gesellschaftlicher Druck in der einen oder anderen Hinsicht führt nicht zu Akzeptanz. Im Fernsehen kam bei 37 Grad eine wirklich wertschätzende Dokumentation von Transmenschen. Solche Darstellungen vom Leben /miteinander Leben ohne Wertung bringen meiner Meinung nach mehr Akzeptanz. Die FernUniversität mit Ihren sehr großen Bandbreite an Studierenden könnte ein Miteinander ohne Zwang in eine Richtung und mit Forschung in alle Richtungen nutzen, um wissenschaftliche Erkenntnisse, zu den vielfältigen Herausforderungen unserer Zeit, zu erlangen."	2	1	1	1		16	14	9	13	79	234	173	46	52	153	1096	965	349	936	77	34	38		119		26	1625		2024-03-21 11:46:51	T	F	26	26	3	0	0.5
1174			"base"	"interview"	2024-03-21 10:33:25	3	F	T	T	F	F	F	T	"Student:innen"	"Guten Tag"	5	5	4	5	5	5	4	5	5	5	5	101	1	1	3	4	1	1	1	5	4	4	1	5	5	4	5	1	1	5	4	4	4	4	4	4	4	4	4	4	3	3				2	3	3	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	3	2	2	1	1	1	1				3	2	2	5		5		4	1	4	"Akademiker*innen"	4	3	3	5	5	3	3	1	1	2	1	1	5	5	3	1	1	1	1	1	1	1	1	1	1	5	5	5	1	4	1	T	F	F	F	F	3	3	1		3	11			"Einige der Fragen finde ich missverständlich."	4	"Informatik"		11	1	2	17	3	23	4	35	101	5	25	52	11	8	21	8	17	101	4	27	50	"Meine Kolleg*innen, allgemein beruflicher Kontext; ich bin wissenschaftliche Mitarbeiterin"		2	1	1	1		283	14	12	7	98	78	87	74	71	121	390	153	168	23	56	29	35		97		6	1530		2024-03-21 11:03:27	T	F	26	26	3	0	0.71
1177		"21454"	"base"	"interview"	2024-03-21 10:34:39	4	F	T	T	F	T	T	F		"Ich würde den Vornamen der Personen recherchieren und dann ""Sehr geehrter Herr Hausach/Hallo Herr Hausach"" bzw. ""Sehr geehrte Frau Hausach/Hallo Frau Hausach"" schreiben,"	5	5	5	5	5	5	5	5	5	5	5	86	4	1	2	2	1	1	1	5	3	2	1	4	4	5	5	2	1	4	3	4	4	4	4	4	3	4	5	4	4	4				3	2	4	1	2	1	3	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	3	3	1	1	1	1	1	1				2	1	2	4		3		3	2	2		4	3	4	4	3	4	5	2	2	2	1	1	5	2	2	2	3	1	2	1	1	2	1	1	1	1	5	5	1	1	1	T	F	F	F	F	3	7	2		2	8				2	"PSYCHOLOGIE B.A."		8	1	2	41	21	76	68	85	66	61	15	66	52	11	50	59	51	64	54	11	69	"Journalist*innen in öffentlichen Reportagen/diskussionen"		2	1	1	1	5		7	8	13	32	116	75	29	51	70	187	108	177	6	35	28	12		5	2		966		2024-03-21 10:50:45	T	F	24	24	5	1	1.31
